,epoch,Training Loss,Valid. Loss,Valid. Accur.
0,1,2.1683822501576944,1.982731245933695,0.2907801418439716
1,2,1.0702205286784605,0.49969835737918283,0.8433806146572105
2,3,0.25323461838325556,0.237692931865124,0.9361702127659575
3,4,0.105579474791486,0.10539992523531541,0.9676418439716312
4,5,0.06611891988658225,0.09279134915315988,0.9765070921985816
5,6,0.0483403170195785,0.06980085566702648,0.9875886524822695
6,7,0.02264480717785643,0.05925231671756701,0.9858156028368794
7,8,0.015203228356472736,0.0810259129350067,0.9809397163120568
